record_id	concept_id	name	source	sha256	ownership	disposition	canonical_path	provenance_id	agents	public_reason
agents-shared-last30days	last30days	last30days	agents-shared	225bba72ca9ebae0adb8c748884ceb8fb947e059198f2c43884eb1a8e9243a73	third-party	pointer	-	last30days	shared	Third-party recent-discourse workflow is represented by its upstream pointer.
agents-shared-lfg	lfg	lfg	agents-shared	b2490a06d3b9ee342e1edbe100b3c583f4d3ec54e0001cef4462bb99d8b5b1ae	third-party	pointer	-	compound-engineering	shared	Third-party Compound Engineering workflow is represented by its upstream pointer.
agents-shared-markdown-to-pdf	markdown-to-pdf	markdown-to-pdf	agents-shared	fb833ceceb2370ef1b610d885d1c5ca98ee005724fe1a3e3255aad0a2385e22a	author	superseded	-	-	shared	Local variant is cataloged by fingerprint; the reviewed repository body owns this concept.
agents-shared-mem-search	mem-search	mem-search	agents-shared	e27f5ab7f1c46b5d3cdaa5689dc53bd7d8d6bec32a06052d9b5096cc7f37bd7e	author	superseded	-	-	shared	Local variant is cataloged by fingerprint; the reviewed repository body owns this concept.
agents-shared-optimize-code	optimize-code	optimize-code	agents-shared	4468dc791ea9b018374e2390c4381eccdd52045c74da9409d03a2d09e19898b6	author	superseded	-	-	shared	Local variant is cataloged by fingerprint; the reviewed repository body owns this concept.
agents-shared-pdf	pdf	pdf	agents-shared	9f78b8359fbd4943ad260a7a1e436e5a96503406d6c34e99f69223d647d85b9c	third-party	pointer	-	anthropic-document-skills	shared	Proprietary local bundle is fingerprinted but its body and helper payloads are excluded.
agents-shared-promote	promote	promote	agents-shared	80140ea6eb6a423d1b7c6d202d2f8f34ef8214d96074c265eb1d45bef1d18714	author	superseded	-	-	shared	Local variant is cataloged by fingerprint; the reviewed repository body owns this concept.
agents-shared-prompt-creator	prompt-creator	prompt-creator	agents-shared	642e2db4c974f7e69261a62200d639c19c3ba546b94ee69f4c628d0699830054	author	superseded	-	-	shared	Local variant is cataloged by fingerprint; the reviewed repository body owns this concept.
agents-shared-re-entry	re-entry	re-entry	agents-shared	ba98490fea268acbf5bacc291d52b9f0e1291d0a96ff8c2da0943e21c833eafa	author	superseded	-	-	shared	Local variant is cataloged by fingerprint; the reviewed repository body owns this concept.
agents-shared-receiving-code-review	receiving-code-review	receiving-code-review	agents-shared	e077fec8cbc8fb2a78d382dee5059eb41718187b2f3cc39ecedcd2c75e8cf60b	third-party	superseded	-	superpowers-skills	shared	Third-party local variant is fingerprinted and replaced by the independent repository reimplementation.
agents-shared-security-validators	security-validators	security-validators	agents-shared	9aea69bcb54d961ca47fb1ab5643b671638a01e7683a360e2f461bf4d147b4b1	author	superseded	-	-	shared	Local variant is cataloged by fingerprint; the reviewed repository body owns this concept.
agents-shared-ship-it	ship-it	ship-it	agents-shared	10ef3eebf676e3a6ddaab0c0ce6d631c6409400e5d5e2dcbf1faaf7c200caa11	author	superseded	-	-	shared	Local variant is cataloged by fingerprint; the reviewed repository body owns this concept.
agents-shared-simplify-code	simplify-code	simplify-code	agents-shared	c0033c75c1f8b14b456a797fc9448361d331bfd504ada438394778f481fce273	author	superseded	-	-	shared	Local variant is cataloged by fingerprint; the reviewed repository body owns this concept.
agents-shared-skill-forge	skill-forge	skill-forge	agents-shared	07f6ccfe68a6ec02aedc96e903eeeb725b211389d9bb7407f386856e1773598e	author	superseded	-	-	shared	Local variant is cataloged by fingerprint; the reviewed repository body owns this concept.
agents-shared-spinner	spinner	spinner	agents-shared	52f65b4de299cdded3a80e42be5431f407d50fe551021083a6aefde5ca0e52c7	author	superseded	-	-	shared	Local variant is cataloged by fingerprint; the reviewed repository body owns this concept.
agents-shared-stay-within-limits	stay-within-limits	stay-within-limits	agents-shared	04715d8ebd184754290e2f98981be5ca75b41b2a60953e99d1983bd25d31411d	author	excluded	-	-	shared	Host-specific usage and budget tooling is not portable and is intentionally excluded.
agents-shared-stop-slop	stop-slop	stop-slop	agents-shared	1814c6f11f07fa00f66d8748331c65181d8d63dac81100a58135dead7c10fe1d	third-party	superseded	-	stop-slop-upstream	shared	Third-party local bundle is fingerprinted and replaced by the independent repository reimplementation.
agents-shared-systematic-debugging	systematic-debugging	systematic-debugging	agents-shared	3f443645450bc59f30d6297a7ed53a3b541e3e9576032ae8ed26be1cb5618b51	third-party	superseded	-	superpowers-skills	shared	Third-party local variant is fingerprinted and replaced by the independent repository reimplementation.
agents-shared-test-driven-development	test-driven-development	test-driven-development	agents-shared	6cf04a65cfdf9894918d666891bf0381bef23afdaef8a5f06a45409d041d94cb	third-party	pointer	-	superpowers-skills	shared	Local workflow belongs to the Superpowers family; use the upstream pointer instead of this body.
agents-shared-ultracode	ultracode	ultracode	agents-shared	2f7ec32ab8d7d6f3ed4a22143b4e5dae8bf2373d35397b73de67176f948185d8	author	superseded	-	-	shared	Local variant is cataloged by fingerprint; the reviewed repository body owns this concept.
agents-shared-ultrathink	ultrathink	ultrathink	agents-shared	78f40690aa7655d6812e671a1c9cec8049a2127122cc55ea8b7cc644c404912f	author	superseded	-	-	shared	Local variant is cataloged by fingerprint; the reviewed repository body owns this concept.
agents-shared-unstick	unstick	unstick	agents-shared	fd5438692c609c077922f366534118d92a80c957aeb4bebfe0d110fd893d13c6	third-party	superseded	-	superpowers-skills	shared	Third-party local variant is fingerprinted and replaced by the independent repository reimplementation.
agents-shared-verification-before-completion	verification-before-completion	verification-before-completion	agents-shared	69437c646eae8b0c821e6232dbc47e677dce0272abc1d7063984d41aaf54b1e4	third-party	superseded	-	superpowers-skills	shared	Third-party local variant is fingerprinted and replaced by the independent repository reimplementation.
agents-shared-vidi	vidi	vidi	agents-shared	3e200d16600da38d1219e583e17816fe29a6eb64fe5b85ccdab7fe9321e17e1a	author	superseded	-	-	shared	Local variant is cataloged by fingerprint; the reviewed repository body owns this concept.
agents-shared-voice	voice	voice	agents-shared	bd1cfb9ef4c4021077137d7aba6a7a4c0fc2934b98aa83b6210945099cd04ea8	author	superseded	-	-	shared	Machine-specific pack wrapper replaced by the public pack manifest.
agents-shared-watcher	watcher	watcher	agents-shared	e062aee15c675f815d6486a45add592320847f9177a02d6f87f87568eb106b63	author	excluded	-	-	shared	Excluded by standing user order; no watcher body or monitor is shipped.
agents-shared-writing-plans	writing-plans	writing-plans	agents-shared	00298a62cd89b62f235ac5f769ed6554b3b73a01857294ccf9a363a1343b55eb	third-party	superseded	-	superpowers-skills	shared	Third-party local variant is fingerprinted and replaced by the independent repository reimplementation.
agents-shared-xlsx	xlsx	xlsx	agents-shared	dd316db7785a6be12966c2a2d848931fbf5f518b3cdb0a66fa62ee835ead1cfc	third-party	pointer	-	anthropic-document-skills	shared	Proprietary local bundle is fingerprinted but its body and helper payloads are excluded.
claude-active-agent-reach	agent-reach	agent-reach	claude-active	de6c32f616236fc76f3edba99c4e9b413ddf571091892a7f86b3b7c892468895	third-party	pointer	-	agent-reach	claude	Third-party bundle remains at its attributed upstream; no local body or login state is shipped.
claude-active-bookend	bookend	bookend	claude-active	3311eeddae6ae0e7f79a3cb28d1b092db6c119657d65c8f9af99e75b2ab15dc7	author	superseded	-	-	claude	Local variant is cataloged by fingerprint; the reviewed repository body owns this concept.
claude-active-brainstorming	brainstorming	brainstorming	claude-active	cc453cbd8d71922cd436a64495a79672483c0d322ebf814501fff3f812b1bd17	third-party	superseded	-	superpowers-skills	claude	Third-party local variant is fingerprinted and replaced by the independent repository reimplementation.
claude-active-codex	codex-delegation	codex	claude-active	0b194756335d9e689d7f522e9c386ad7dfa87efea95121afb6e86a3b72e3db10	author	superseded	-	-	claude	Claude-specific name consolidated into the portable codex-delegation opt-in.
claude-active-concise	concise	concise	claude-active	15d409d47b8b3d8314d1f3d20318851b38d7da3765622bf5e9dd1eb2faf2f477	author	superseded	-	-	claude	Local variant is cataloged by fingerprint; the reviewed repository body owns this concept.
claude-active-concise-claude	concise	concise-claude	claude-active	4b494397923799afe731c2dc3ee34666b433775823ba859c4676aa0de96c08e3	author	superseded	-	-	claude	Claude-specific alias consolidated into the portable concise opt-in.
claude-active-docx	docx	docx	claude-active	cfbabd72b1aec7dfaad988fb6e5e16b27dc744b9a00cae15db9045e95f53903e	third-party	pointer	-	anthropic-document-skills	claude	Proprietary local bundle is fingerprinted but its body and helper payloads are excluded.
claude-active-email-to-md	email-to-md	email-to-md	claude-active	4397bff88a1c4f2b4725cc2c14ae4ee2bc534a8d9645622b8e4b1eb0ea7f8385	author	superseded	-	-	claude	Local variant is cataloged by fingerprint; the reviewed repository body owns this concept.
claude-active-exa	exa	exa	claude-active	4bc4f0c7b469f104853ffad426fc42a03766533775b06ea05c088686f6eb86d7	author	superseded	-	-	claude	Local variant is cataloged by fingerprint; the reviewed repository body owns this concept.
claude-active-explain-code	explain-code	explain-code	claude-active	3cac9eb5263a6091293b173d3f92e69558de0ef493a4fabdaa00122062ccb017	author	superseded	-	-	claude	Local variant is cataloged by fingerprint; the reviewed repository body owns this concept.
claude-active-gws	gws	gws	claude-active	ad9c2a376ba8b0a0b691e37e7a82021633255b37421ed0f58a1c13797c78fcd2	author	superseded	-	-	claude	Local variant is cataloged by fingerprint; the reviewed repository body owns this concept.
claude-active-handoff	handoff	handoff	claude-active	7a027b14d57f49a9241112682019760c2bb38c269b0da6233df9262780683c76	author	superseded	-	-	claude	Local variant is cataloged by fingerprint; the reviewed repository body owns this concept.
claude-active-markdown-to-pdf	markdown-to-pdf	markdown-to-pdf	claude-active	734465dee4061eb1643eb0251ff6fee886767543dd1d2dcbf7dcbd55eb0018db	author	superseded	-	-	claude	Local variant is cataloged by fingerprint; the reviewed repository body owns this concept.
claude-active-pdf	pdf	pdf	claude-active	69d492ddd541b4c1ff0b1227f8a32e4c47486a571fa93c398f3737945102b00a	third-party	pointer	-	anthropic-document-skills	claude	Proprietary local bundle is fingerprinted but its body and helper payloads are excluded.
claude-active-prompt-creator	prompt-creator	prompt-creator	claude-active	24abe53f5f0266c9ade6c257d681c66f1a16a472e9f17b7402d88704598beb8d	author	superseded	-	-	claude	Local variant is cataloged by fingerprint; the reviewed repository body owns this concept.
claude-active-re-entry	re-entry	re-entry	claude-active	f5f38966040e8bb4ceee063ba28d39e3091ed3cf7c40211bef3e45d0bf3234e8	author	superseded	-	-	claude	Local variant is cataloged by fingerprint; the reviewed repository body owns this concept.
claude-active-security	security-validators	security	claude-active	8000e2d570e6d22f72a40aeaca2794c9a746687b478d47f0bc3a4e3043aca000	author	superseded	-	-	claude	Claude-specific alias consolidated into the reviewed security-validators default.
claude-active-ship-it	ship-it	ship-it	claude-active	e9dc07a962d95f923aaadd6f6fa737bf1c647d6a8ad6e48baa12942356b07703	author	superseded	-	-	claude	Local variant is cataloged by fingerprint; the reviewed repository body owns this concept.
claude-active-skill-eval	skill-eval	skill-eval	claude-active	5a36fa2f63a0c1db4344ddd289a48497d0e5ce70baf7dcb0759fd5085b81b981	author	superseded	-	-	claude	Local variant is cataloged by fingerprint; the reviewed repository body owns this concept.
claude-active-skill-forge	skill-forge	skill-forge	claude-active	bb4ec56fd68d80f4bc7db90118d0783905772f6ee261254ae8a7c7d8d2a42624	author	superseded	-	-	claude	Local variant is cataloged by fingerprint; the reviewed repository body owns this concept.
claude-active-spinner	spinner	spinner	claude-active	2d7a616dbbc975233f6389b31326f50049fb7ab6e60259fe00d800d42372a183	author	superseded	-	-	claude	Local variant is cataloged by fingerprint; the reviewed repository body owns this concept.
claude-active-stop-slop	stop-slop	stop-slop	claude-active	abe33a65ea9ffac79d57343d1ab5988b6f7f397b2ddaff77f12c5ffd4ffa58f3	third-party	superseded	-	stop-slop-upstream	claude	Third-party local bundle is fingerprinted and replaced by the independent repository reimplementation.
claude-active-systematic-debugging	systematic-debugging	systematic-debugging	claude-active	446f719a06a6183ea2eee10113af3a9b49f8c0571b9a538d974a2b2508a3778e	third-party	superseded	-	superpowers-skills	claude	Third-party local variant is fingerprinted and replaced by the independent repository reimplementation.
claude-active-test-driven-development	test-driven-development	test-driven-development	claude-active	fb3a59bd24171f46020ce2727002fafa7b84d7891bdf06d7e1985c7fe293a352	third-party	pointer	-	superpowers-skills	claude	Local workflow belongs to the Superpowers family; use the upstream pointer instead of this body.
claude-active-ui-demo	ui-demo	ui-demo	claude-active	b13b3a5eff5580247dc930146f100d8168a7b9411594d962304879d930287124	author	superseded	-	-	claude	Local variant is cataloged by fingerprint; the reviewed repository body owns this concept.
claude-active-unstick	unstick	unstick	claude-active	02adf79b732347664206556264666f095146ae83944a41570b8e1480dafe638b	third-party	superseded	-	superpowers-skills	claude	Third-party local variant is fingerprinted and replaced by the independent repository reimplementation.
claude-active-vidi	vidi	vidi	claude-active	3fbbbf0acd5b0e145744740dff97a0d6814763a231cf89101be9f6795b2bf441	author	superseded	-	-	claude	Local variant is cataloged by fingerprint; the reviewed repository body owns this concept.
claude-active-whatsapp	whatsapp	whatsapp	claude-active	fe5148a0653714c776bc72b5d1ebd324dbaa203aade6be9fb9763312078a04f2	private	excluded	-	-	claude	Private messaging integration intentionally omitted; no personal routing or credentials are published.
claude-active-xlsx	xlsx	xlsx	claude-active	c633859685716bf17982ed972b221451eb7c7b51130ae0f49774d793c6ddbd73	third-party	pointer	-	anthropic-document-skills	claude	Proprietary local bundle is fingerprinted but its body and helper payloads are excluded.
claude-backup-bak-combo-20260714-024605	backup-combo-20260714-024605	.bak-combo-20260714-024605	claude-backup	-	generated	excluded	-	-	claude	Generated backup snapshot excluded; the live skill record is represented separately.
codex-local-accessibility-testing	accessibility-testing	accessibility-testing	codex-local	6bb1ce8a7da44a79b7378e59b4dc64ccc6cebf04a36ab24fc4ea8d824fd5f7f0	third-party	pointer	-	accessibility-testing	codex	Reviewed local installation remains an upstream pointer; no third-party body is vendored.
codex-local-security-threat-model	security-threat-model	security-threat-model	codex-local	1283c0dd62a8104d9edda4583569b5d8510b4ddaa45120687c999250fd96bad2	third-party	pointer	-	security-threat-model	codex	Reviewed local installation remains an upstream pointer; no third-party body is vendored.
codex-local-supabase	supabase	supabase	codex-local	e2511f53c5117b0990639b3b226fe80174a5ee28f913a9392371d8e97d0b6956	third-party	pointer	-	supabase-agent-skills	codex	Reviewed local installation remains an upstream pointer; no third-party body is vendored.
codex-local-supabase-postgres-best-practices	supabase-postgres-best-practices	supabase-postgres-best-practices	codex-local	ccd6e4596bd51cf344fe76c464867c541ccc16b6d90ae7a9db449fb17588613b	third-party	pointer	-	supabase-agent-skills	codex	Reviewed local installation remains an upstream pointer; no third-party body is vendored.
codex-system-imagegen	imagegen	imagegen	codex-system	59981d23519222bcecf1be48bb37730bbc50539ceb0e35ad09fcef98a3df19d3	system	excluded	-	-	codex	Runtime-managed system skill; reinstall it through the owning product instead of this repository.
codex-system-openai-docs	openai-docs	openai-docs	codex-system	9914a79e6e1bd70d780b777e9019677af0eba60bbdfac3b7fe9b0407f16b5cc4	system	excluded	-	-	codex	Runtime-managed system skill; reinstall it through the owning product instead of this repository.
codex-system-plugin-creator	plugin-creator	plugin-creator	codex-system	8fd56316b2c49cbdc657a5d197967a233018e1fada65b00a5dd030dce6499a6e	system	excluded	-	-	codex	Runtime-managed system skill; reinstall it through the owning product instead of this repository.
codex-system-review-agent	review-agent	review-agent	codex-system	07079efd0dc76f05fade424e5dfb048dce1de2df7626e1a4f56292a4f3f92228	system	excluded	-	-	codex	Runtime-managed system skill; reinstall it through the owning product instead of this repository.
codex-system-skill-creator	skill-creator	skill-creator	codex-system	da44c88f6b3845a8fa8c60792ec9a722110a55a9793c279757b48fefb11f819c	system	excluded	-	-	codex	Runtime-managed system skill; reinstall it through the owning product instead of this repository.
codex-system-skill-installer	skill-installer	skill-installer	codex-system	d68b77e5bbb34dedab89d134da52855f140fc4b4299b80104f534e3b9e98f8ee	system	excluded	-	-	codex	Runtime-managed system skill; reinstall it through the owning product instead of this repository.
